"00:00:11,300",19.15277810185915,73.00360803882757
"00:00:11,400",19.15273125776013,73.00359382021004
"00:00:11,500",19.15270448057447,73.00358667618009
"00:00:11,600",19.15267101889836,73.00357244437444
"00:00:11,700",19.15262418505718,73.00355818275166
"00:00:11,800",19.15259743227853,73.00355813015457
"00:00:11,900",19.15257069580224,73.00355105991611
"00:00:12,000",19.15253727354014,73.00355105984538
"00:00:12,100",19.15251053566632,73.00355105973519
"00:00:12,200",19.15245706038395,73.00352984801323
"00:00:12,300",19.15240358297055,73.00352984775381
"00:00:12,400",19.15237015969944,73.00352984772421
"00:00:12,500",19.15234342008333,73.00352277680219
"00:00:12,600",19.15231668091562,73.00352277678474
"00:00:12,700",19.15226320335527,73.00352277657139
"00:00:12,800",19.15222309501178,73.00352277643658
"00:00:12,900",19.15219635606842,73.00352277623703
"00:00:13,000",19.15214956300781,73.003522776238
"00:00:13,100",19.15210945447706,73.00352277594513
"00:00:13,200",19.1520760310001,73.00352277595266
"00:00:13,300",19.15204929194449,73.00352277584324
"00:00:13,400",19.15201586841521,73.00352277562949
"00:00:13,500",19.15196240084555,73.00353691710373
"00:00:13,600",19.15194903692882,73.00354398749899
"00:00:13,700",19.15190226185968,73.00356519764942
"00:00:13,800",19.15189558327248,73.00357226741508
"00:00:13,900",19.15186885802865,73.00358640674654
"00:00:14,000",19.15182876643188,73.00360054552753
"00:00:14,100",19.15174863012053,73.00367123064356
"00:00:14,200",19.15174196861732,73.00369243339051
"00:00:14,300",19.15174199759587,73.0037207018661
"00:00:14,400",19.15172868379123,73.00377016577971
"00:00:14,500",19.15171537935,73.0038266877215
"00:00:14,600",19.15170875042047,73.00387613669901
"00:00:14,700",19.1517087957131,73.00391851593732
"00:00:14,800",19.15170883387764,73.00395382803289
"00:00:14,900",19.15169553437751,73.00401032013443
"00:00:15,000",19.15168896297335,73.00410915880562
"00:00:15,100",19.15168231548071,73.00413739314382
"00:00:15,200",19.15168253110204,73.00418654618487
"00:00:15,300",19.15167601179161,73.00421456892696
"00:00:15,400",19.15165638900853,73.00428457555854
"00:00:15,500",19.15165655061348,73.00431255862345
"00:00:15,600",19.15165675217239,73.00434752164527
"00:00:15,700",19.1516568734327,73.0043684905302
"00:00:15,800",19.15165711530607,73.00441041018219
"00:00:15,900",19.1516576791071,73.00450812344138
"00:00:16,000",19.15165784031166,73.00453601621879
"00:00:16,100",19.15174602113504,73.00484203064553
"00:00:16,200",19.15226303678499,73.0062431522348
"00:00:16,300",19.15270159679901,73.00725998470065
